tweet_id	tweet_text	user_id	keyword	emotion_A1	Irony_A1	Implicit-Explicit_A1	Subjectivity_A1	Tweet Sentiment_A1	emotion_A2	Irony_A2	Implicit-Explicit_A2	Subjectivity_A2	Tweet Sentiment_A2	emotion_A3	Irony_A3	Implicit-Explicit_A3	Subjectivity_A3	Tweet Sentiment_A3
697132760046014464	Everything you need to know about Deadpool before 'Deadpool' - CNET: At a loss when it comes to Marvel's Merc ... https://t.co/Zvk1m9bsiq	111182717	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697139312815579138	Valentine's Day Gift Advice From Deadpool:       submitted by    /u/Assassin1and2  [link]   [comments]  https://t.co/0TAOPzrcM9	103832663	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697147578631221249	Deadpool this Friday &#x1f601;	1541913272	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697149186563661825	SPIDER-MAN / DEADPOOL #2 Ltd to 1:25 variant by David Marquez! NM  https://t.co/jLiBqreAnC	264987397	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697151227310829568	We've got our chimichangas ready for the midnight launch of #Deadpool tonight at @Empire_Sland! https://t.co/kJm8qLB62c	2873956980	deadpool	anticipation	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697152732512264193	Ryan Reynolds explains what it was like to shoot a nude fight scene in 'Deadpool' https://t.co/17EgxJnU3t	3743414893	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697156554987040768	I think Deadpool could quite be the exact total opposite of my sense of humour.	38148795	deadpool	sadness	Not Ironic	Implicit	Subjective	Negative	disgust	Ironic	Implicit	Subjective	Negative	disgust	Not Ironic	Explicit	Subjective	Negative
697156694799970304	Reading some Deadpool comics ahead of the film and not really enjoying them. &#x1f615;	105895898	deadpool	sadness	Not Ironic	Explicit	Subjective	Negative	sadness	Not Ironic	Explicit	Subjective	Negative	disgust	Not Ironic	Implicit	Subjective	Negative
697158783911395329	Wade's bank head #deadpool #marvel https://t.co/628UIK855x	3240348487	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697158942447636481	@MzKatieCassidy looks like #deadpool 's collection. @RyanReynolds yes?	36296840	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697159823608012801	Deadpool Rides Red Rocket in Factory Entertainment's New Statue https://t.co/Lu3C49rSyY	2730579781	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697160194015428608	RT @TheDaniddon: Deadpool in like 13 and a half hours!	1714283762	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697163240191578112	I hope Deadpool is innovative. I hope it shakes things up. I'm the biggest fan for the genre, but we need that right now. #filmtalk	19758234	deadpool	anticipation	Not Ironic	Explicit	Subjective	Neutral	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Neutral
697163741087928321	#NZ All of your pressing Deadpool questions answered https://t.co/WYGZSIUsEG #HugoMatz	1127213263	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697166947587330048	can't wait to watch deadpool &#x1f62d;	2363558877	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697167493039697924	Deadpool on Friday. Who's coming?	172112795	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Neutral
697169546873069568	@Blitzwinger New deadpool movie is coming out . Awsome	4867364883	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697169748640034816	Me. Deadpool. Tomorrow. Can’t wait!	27862084	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697170828660764674	Deadpool to have 2 post credit scenes ?!?!?: https://t.co/w7sUKmQT4e via @YouTube	4807051791	deadpool	None	Not Ironic	None	Objective	None	surprise	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697171399165788160	I just wanna go see Deadpool and catch up with my cousin	2943369327	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697173218071875584	Im so fucking excited to see Deadpool	25726184	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697175907241480192	Deadpool Rides Red Rocket in Factory Entertainment's New Statue https://t.co/UI8ey2QLDD	846639654	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697181575344230402	Can't wait to go see #Deadpool.  &#x1f44c;&#x1f3a6; &#x1f3a5;	231264214	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697182660205088768	RT @thefinalparade: I'm actually pretty excited for Deadpool	779629646	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697188775924002816	.@Deadpool rated R for strong violence and language throughout, sexual content and graphic nudity. #Deadpool	1102133790	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697189510807838720	Ryan Reynolds Goes Full Frontal in Deadpool, Reveals Secret Olsen Twins Cameo and Calls For More Male Nudity in… https://t.co/OUQsE0qqAm	2820009919	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697190722424803328	Ryan Reynolds Goes Full Frontal in Deadpool, Reveals Secret Olsen Twins Cameo and Calls For More Male Nudity i... https://t.co/BTP183WssN	627237323	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697192379674136576	A nice and clean Deadpool design https://t.co/VEHa8LzNcC	919623248	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697193265683038209	I entered to win a sweet #Deadpool cardboard cut-out courtesy of @NerdistNews: https://t.co/IFg6iiiVJT #NerdistDeadpool	1695921090	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Positive
697198233701916672	@black_torpedoo WE ARE GOING TO WATCH THE FUCKING DEADPOOL MOVIE ON SATURDAY IM SO FUCKING EXCITED!!!!!' FUUUUUUCCCKKKKK!!!!	2437620252	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697201245820289024	SUPERHEROSTUFF Product Spotlight: DEADPOOL Pop Vinyl Bobblehead: Deadpool opens nationwide in US theaters this... https://t.co/t08CcFobtl	4847577756	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697202843220979712	We'll get a load of you tonight.. &#x1f609; #Deadpool #&#x1f480;&#x1f4a9;l https://t.co/2n9Tw3mQev	34562745	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697205685868695552	Deadpool SpeedArt (Simple Design) https://t.co/s56cWZjm8c via @YouTube @Doseofgraphics	2460400088	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697207583489331204	Met this guy with an awesome #Deadpool cosplay at the midnight launch!! #midnightlaunch #cosplay… https://t.co/KJwmJtrUSv	283240545	deadpool	joy	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697208690202382336	Deadpool header for @Obey_Aeolus  #Studios10kRC HD:https://t.co/ntxrRKbMhm RT's Likes are great!!! https://t.co/UkM36EtK5C	2393231312	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697214122962739201	Bro's gf watched deadpool already. So fucking jealous zzzzzz	52379558	deadpool	anger	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697215259199741952	#Deadpool #Deadpool2 is coming Breaking news hell yeah @StefanKapicic @VancityReynolds  bring it   i can not wait to watch it  first one	345192837	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697217870908919809	RT @Adjinaction: I liked a @YouTube video from @keepwowing https://t.co/vNz1pXrxrg Deadpool's Show (Super Bowl Special) Deleted Jokes	623039472	deadpool	None	Not Ironic	None	Objective	None	joy	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697218005902696448	@vancityreynolds Why should I go see Deadpool when to me you’re still The Green Lantern ? https://t.co/DaWp9zjLyj	3013779296	deadpool	sadness	Not Ironic	Implicit	Subjective	Negative	sadness	Not Ironic	Explicit	Subjective	Negative	None	Not Ironic	Implicit	Subjective	Neutral
697221666284445696	I entered to win a sweet #Deadpool cardboard cut-out courtesy of @NerdistNews: https://t.co/Ru1tttpcJa #NerdistDeadpool	26844624	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Positive
697221745049214977	Deadpool 2 Already Greenlit https://t.co/p7RwPpoYFm #Afrogeek #tech	267902229	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697222237397630976	RT @PaulRom95: Hurray, now we have two more years of trailers with "X GON GIVE IT TO YA" and obnoxious humor. https://t.co/R2WrtAdpej	2490141228	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	disgust	Ironic	Implicit	Subjective	Negative	joy	Ironic	Implicit	Subjective	Positive
697222343903440896	who's up for deadpool today?	366024406	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	Implicit	Subjective	Positive
697228563255160832	Deadpool comes out this wknd &#x1f913;	31483767	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697228909432201217	@GraceRandolph And I'm not a hardcore Deadpool fan either.	323581856	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	Implicit	Subjective	Neutral	disgust	Not Ironic	Implicit	Subjective	Negative
697232028320800769	.@DKlarations Makes a wonderfully annoying presence as Deadpool in @jonkerlin s video today! #OscarNoms	815442366	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	sadness	Not Ironic	Explicit	Subjective	Negative	None	Not Ironic	None	Objective	None
697233419302998016	How to Make a Deadpool Themed Pepperoni Pizza https://t.co/i64kpKBeoC	196707802	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697234123396616197	@deadpoolmovie blew it out of the park. I vote for a #deadpoolayear campaign. Make movies fun again #Deadpool #&#x1f480;&#x1f4a9;L	2904873951	deadpool	joy	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697237836744019968	i might be seeing deadpool this weekend hell yeah	3065701580	deadpool	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697241394633510912	I guess what I'm saying is that I'm not terribly excited to see Ryan Reynolds do full fontrol in Deadpool. I don't need to see his dick.	3036404074	deadpool	disgust	Not Ironic	Explicit	Subjective	Neutral	disgust	Not Ironic	Explicit	Subjective	Negative	disgust	Not Ironic	Implicit	Subjective	Negative
697246103477972992	Why every kid should sneak into #Deadpool A review and reflection @deadpoolmovie @joblocom https://t.co/Zv3nTmqBJW https://t.co/exK2sOcgzb	133404296	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive
697250309723201537	Deadpool Sequel is Already in the Works https://t.co/5n3Reb7QC9	398165289	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697254523048456192	Thanks #Deadpool for giving me a #commercialfree #tosh.O on #COMEDYCENTRAL	3303927003	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Explicit	Subjective	Positive	None	Ironic	None	Objective	None
697254835129860096	@Paul_Hadsall Deadpool fans will eat it up and hype it up. I try not overhyping stuff up but looks fun for shits and giggles	3630680954	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	None	Ironic	Implicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Positive
697257779321573380	Dawg I really can't wait for Deadpool.	2640013714	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697259473258336257	RT @jhanifan66: Deadpool going all out with advertising	2339168021	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Negative	None	Not Ironic	None	Objective	None
697260596237041664	The #Deadpool sequel is already in the works. https://t.co/YfjI2VOZ53 … https://t.co/PD8Ns5UC2n	550554327	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697261608721129473	These Deadpool commercials are pissing me off. &#x1f611;&#x1f612;	2339736756	deadpool	anger	Not Ironic	Explicit	Subjective	Negative	anger	Not Ironic	Explicit	Subjective	Negative	disgust	Not Ironic	Implicit	Subjective	Negative
697267804555341830	I added a video to a @YouTube playlist https://t.co/1sUD22wH5r Pregnant Morena Baccarin & Ben McKenzie Attend a Deadpool Screening	2674407030	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697268089256329216	Some idiot just posted the posted credit scenes for @deadpoolmovie HOW RUDE!!! https://t.co/fwakjPycZg	2497345790	deadpool	anger	Not Ironic	Explicit	Subjective	Neutral	anger	Not Ironic	Explicit	Subjective	Negative	anger	Not Ironic	Implicit	Subjective	Positive
697271168169025536	Deadpool | Red Band Trailer 2 [HD] | 20th Century FOX https://t.co/a53lz7s8Sk	2698829839	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697278203585495041	Congrats, Internet. Comics took decades to make LOL RANDOM TACOS HOT TOPIC #Deadpool =^.^= annoying. You guys took roughly 6 months.	313596026	deadpool	joy	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Explicit	Subjective	Negative	disgust	Not Ironic	Implicit	Subjective	Negative
697279608983388161	I want tickets to Deadpool &#x1f627;	2348175919	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Positive
697286479064633344	Buy Deadpool Secret Invasion TPB... https://t.co/ktPamKH2mO	799836889	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697293046585520128	@kingbaelfire Deadpool is going to be so good!!!! I'm excited to see it!!!	2374729394	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	Implicit	Subjective	Positive
697298670207668225	@bengaliCEO Whaaaa! that's not even Deadpool standards *ultra offensive words*	140355408	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Neutral
697311426738679808	someone go watch deadpool with me plz	384083027	deadpool	sadness	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697312138616934401	Deadpool: Ryan Reynolds Talks Character Sexuality; Says Boyfriend ‘Would Be Great’: Ryan Rey... https://t.co/lThKXxAeiq #actorslife #news	2520892212	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697313900161675264	Can't wait for Deadpool already&#x1f62d;	66022858	deadpool	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697314420523806720	RT @MeenHendrix: Ryan Reynolds was made to play Deadpool. There's no way them niggas wrote every single last joke he makes.	1727319666	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	anger	Not Ironic	Explicit	Subjective	Negative	joy	Not Ironic	Implicit	Subjective	Positive
697318214103990272	Well I guess I will be going deadpool like 5 times hahahahha	2868572298	deadpool	surprise	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive	joy	Not Ironic	Implicit	Subjective	Positive
697321830831423488	Nw: Deadpool With @HeyMayr and Josh	397118491	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697325983716605952	.@VancityReynolds & .@nottjmiller on #Deadpool marketing, hugh jackman, shots & more! https://t.co/FnxMn1WfOP https://t.co/VDoUhRGaBp	133404296	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697331121034366976	I don't wanna watch a weird grainy version of Deadpool, I need to see my baby on the screen dammit	1010642502	deadpool	sadness	Not Ironic	Implicit	Subjective	Positive	sadness	Not Ironic	Explicit	Subjective	Neutral	anticipation	Not Ironic	Implicit	Subjective	Neutral
697334899217334272	At 25, Deadpool's greatest power isn't what you think it is: Perhaps even more impressive than mutant regenera... https://t.co/9gWZpbkjse	2807029784	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	Explicit	Subjective	Positive	None	Not Ironic	None	Objective	None
697342761360445440	RT @Lil_Kal: DEADPOOL SPOILER AHEAD So yeah all the nerds will probably skip this tweet so you cool kids wanna hang or smthn	1175234342	deadpool	None	Not Ironic	Implicit	Subjective	Neutral	None	Not Ironic	None	Objective	None	None	Not Ironic	Implicit	Subjective	Neutral
697354168801955841	Yeayyyyy finally&#x1f64c; ? Deadpool (with Rizaldy and syifa at @cinema21) — https://t.co/i9y8L0Ft7B	183542380	deadpool	joy	Not Ironic	Explicit	Subjective	Positive	joy	Not Ironic	Explicit	Subjective	Positive	anticipation	Not Ironic	Implicit	Subjective	Positive
697354508930711552	Febuary 14 is with Haikyuu, DRRR!! and Assassination Classroom also Deadpool last full show at Sm alone hahaha	3266867972	deadpool	None	Not Ironic	None	Objective	None	anticipation	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697356337760636929	Deadpool (IMAX) (@ Cineworld for Deadpool: The IMAX Experience in Sheffield, South Yorkshire) https://t.co/rwDiltoY9V	14470474	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
697359895591579648	going to see deadpool today, it better not disappoint me	1681403095	deadpool	anticipation	Not Ironic	Implicit	Subjective	Negative	trust	Not Ironic	Explicit	Subjective	Neutral	anticipation	Not Ironic	Explicit	Subjective	Neutral
697362585415524358	Fox green lights Deadpool sequel, Cable rumoured to feature https://t.co/swjvMsA0bF https://t.co/pAVFmFUz9e	81328323	deadpool	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None	None	Not Ironic	None	Objective	None
